Date,year,win,price,time
Apr 29, 2015, 4  6, 99,2
Apr 28, 2015, 0  1, 99,2
Apr 27, 2015, 3  8, 99,2
Apr 26, 2015, 4  1, 99,2
Apr 25, 2015, 9  4, 99,2
Apr 24, 2015, 3  7, 99,2
Apr 23, 2015, 0  4, 99,2
Apr 22, 2015, 8  3, 99,2
Apr 21, 2015, 1  3, 99,2
Apr 20, 2015, 2  8, 99,2
Apr 19, 2015, 9  5, 99,2
Apr 18, 2015, 6  9, 99,2
Apr 17, 2015, 8  1, 99,2
Apr 16, 2015, 5  8, 99,2
Apr 15, 2015, 8  9, 99,2
Apr 14, 2015, 6  5, 99,2
Apr 13, 2015, 3  8, 99,2
Apr 12, 2015, 5  1, 99,2
Apr 11, 2015, 6  4, 99,2
Apr 10, 2015, 5  7, 99,2
Apr 09, 2015, 2  1, 99,2
Apr 08, 2015, 4  1, 99,2
Apr 07, 2015, 9  5, 99,2
Apr 06, 2015, 0  2, 99,2
Apr 05, 2015, 6  6, 99,2
Apr 04, 2015, 3  5, 99,2
Apr 03, 2015, 2  2, 99,2
Apr 02, 2015, 1  8, 99,2
Apr 01, 2015, 4  1, 99,2
Mar 31, 2015, 3  7, 99,2
Mar 30, 2015, 0  4, 99,2
Mar 29, 2015, 9  1, 99,2
Mar 28, 2015, 1  5, 99,2
Mar 27, 2015, 4  0, 99,2
Mar 26, 2015, 2  6, 99,2
Mar 25, 2015, 9  3, 99,2
Mar 24, 2015, 3  3, 99,2
Mar 23, 2015, 4  6, 99,2
Mar 22, 2015, 3  8, 99,2
Mar 21, 2015, 2  3, 99,2
Mar 20, 2015, 1  6, 99,2
Mar 19, 2015, 4  1, 99,2
Mar 18, 2015, 9  9, 99,2
Mar 17, 2015, 5  7, 99,2
Mar 16, 2015, 8  2, 99,2
Mar 15, 2015, 5  4, 99,2
Mar 14, 2015, 0  9, 99,2
Mar 13, 2015, 6  2, 99,2
Mar 12, 2015, 5  1, 99,2
Mar 11, 2015, 3  7, 99,2
Mar 10, 2015, 7  0, 99,2
Mar 09, 2015, 1  1, 99,2
Mar 08, 2015, 2  9, 99,2
Mar 07, 2015, 0  0, 99,2
Mar 06, 2015, 6  5, 99,2
Mar 05, 2015, 0  7, 99,2
Mar 04, 2015, 0  1, 99,2
Mar 03, 2015, 9  1, 99,2
Mar 02, 2015, 8  7, 99,2
Mar 01, 2015, 4  6, 99,2
Feb 28, 2015, 0  6, 99,2
Feb 27, 2015, 5  6, 99,2
Feb 26, 2015, 4  9, 99,2
Feb 25, 2015, 3  0, 99,2
Feb 24, 2015, 3  4, 99,2
Feb 23, 2015, 0  9, 99,2
Feb 22, 2015, 8  8, 99,2
Feb 21, 2015, 1  6, 99,2
Feb 20, 2015, 2  7, 99,2
Feb 19, 2015, 5  8, 99,2
Feb 18, 2015, 6  6, 99,2
Feb 17, 2015, 0  6, 99,2
Feb 16, 2015, 0  6, 99,2
Feb 15, 2015, 6  1, 99,2
Feb 14, 2015, 3  3, 99,2
Feb 13, 2015, 1  5, 99,2
Feb 12, 2015, 8  9, 99,2
Feb 11, 2015, 2  7, 99,2
Feb 10, 2015, 9  1, 99,2
Feb 09, 2015, 8  9, 99,2
Feb 08, 2015, 2  2, 99,2
Feb 07, 2015, 1  5, 99,2
Feb 06, 2015, 0  4, 99,2
Feb 05, 2015, 1  8, 99,2
Feb 04, 2015, 8  7, 99,2
Feb 03, 2015, 8  0, 99,2
Feb 02, 2015, 7  2, 99,2
Feb 01, 2015, 7  1, 99,2
Jan 31, 2015, 2  3, 99,2
Jan 30, 2015, 7  2, 99,2
Jan 29, 2015, 9  9, 99,2
Jan 28, 2015, 8  7, 99,2
Jan 27, 2015, 8  2, 99,2
Jan 26, 2015, 7  3, 99,2
Jan 25, 2015, 5  7, 99,2
Jan 24, 2015, 8  6, 99,2
Jan 23, 2015, 2  7, 99,2
Jan 22, 2015, 4  1, 99,2
Jan 21, 2015, 4  1, 99,2
Jan 20, 2015, 4  9, 99,2
Jan 19, 2015, 1  1, 99,2
Jan 18, 2015, 9  6, 99,2
Jan 17, 2015, 1  8, 99,2
Jan 16, 2015, 3  6, 99,2
Jan 15, 2015, 3  2, 99,2
Jan 14, 2015, 5  7, 99,2
Jan 13, 2015, 6  3, 99,2
Jan 12, 2015, 2  2, 99,2
Jan 11, 2015, 1  9, 99,2
Jan 10, 2015, 1  1, 99,2
Jan 09, 2015, 2  2, 99,2
Jan 08, 2015, 0  9, 99,2
Jan 07, 2015, 7  1, 99,2
Jan 06, 2015, 1  7, 99,2
Jan 05, 2015, 5  0, 99,2
Jan 04, 2015, 8  9, 99,2
Jan 03, 2015, 2  8, 99,2
Jan 02, 2015, 0  3, 99,2
Jan 01, 2015, 8  5, 99,2
Dec 31, 2016, 8  7, 99,2
Dec 30, 2016, 7  2, 99,2
Dec 29, 2016, 4  7, 99,2
Dec 28, 2016, 3  4, 99,2
Dec 27, 2016, 6  6, 99,2
Dec 26, 2016, 7  9, 99,2
Dec 25, 2016, 4  4, 99,2
Dec 24, 2016, 6  0, 99,2
Dec 23, 2016, 4  3, 99,2
Dec 22, 2016, 9  1, 99,2
Dec 21, 2016, 0  2, 99,2
Dec 20, 2016, 5  2, 99,2
Dec 19, 2016, 8  2, 99,2
Dec 18, 2016, 6  2, 99,2
Dec 17, 2016, 1  5, 99,2
Dec 16, 2016, 2  9, 99,2
Dec 15, 2016, 3  5, 99,2
Dec 14, 2016, 8  6, 99,2
Dec 13, 2016, 4  8, 99,2
Dec 12, 2016, 6  7, 99,2
Dec 11, 2016, 6  3, 99,2
Dec 10, 2016, 1  6, 99,2
Dec 09, 2016, 4  0, 99,2
Dec 08, 2016, 1  1, 99,2
Dec 07, 2016, 0  0, 99,2
Dec 06, 2016, 9  8, 99,2
Dec 05, 2016, 5  7, 99,2
Dec 04, 2016, 1  4, 99,2
Dec 03, 2016, 6  8, 99,2
Dec 02, 2016, 4  3, 99,2
Dec 01, 2016, 8  2, 99,2
Nov 30, 2016, 9  6, 99,2
Nov 29, 2016, 0  9, 99,2
Nov 28, 2016, 9  6, 99,2
Nov 27, 2016, 6  8, 99,2
Nov 26, 2016, 5  7, 99,2
Nov 25, 2016, 4  5, 99,2
Nov 24, 2016, 6  9, 99,2
Nov 23, 2016, 9  8, 99,2
Nov 22, 2016, 6  2, 99,2
Nov 21, 2016, 3  4, 99,2
Nov 20, 2016, 0  7, 99,2
Nov 19, 2016, 3  4, 99,2
Nov 18, 2016, 5  2, 99,2
Nov 17, 2016, 6  1, 99,2
Nov 16, 2016, 7  3, 99,2
Nov 15, 2016, 0  8, 99,2
Nov 14, 2016, 9  6, 99,2
Nov 13, 2016, 5  4, 99,2
Nov 12, 2016, 8  7, 99,2
Nov 11, 2016, 0  7, 99,2
Nov 10, 2016, 4  5, 99,2
Nov 09, 2016, 3  4, 99,2
Nov 08, 2016, 4  4, 99,2
Nov 07, 2016, 4  5, 99,2
Nov 06, 2016, 8  7, 99,2
Nov 05, 2016, 8  9, 99,2
Nov 04, 2016, 1  1, 99,2
Nov 03, 2016, 0  9, 99,2
Nov 02, 2016, 9  7, 99,2
Nov 01, 2016, 4  1, 99,2
Oct 31, 2016, 6  2, 99,2
Oct 30, 2016, 1  6, 99,2
Oct 29, 2016, 0  1, 99,2
Oct 28, 2016, 8  1, 99,2
Oct 27, 2016, 4  4, 99,2
Oct 26, 2016, 5  2, 99,2
Oct 25, 2016, 3  1, 99,2
Oct 24, 2016, 5  6, 99,2
Oct 23, 2016, 2  5, 99,2
Oct 22, 2016, 4  2, 99,2
Oct 21, 2016, 5  1, 99,2
Oct 20, 2016, 9  7, 99,2
Oct 19, 2016, 9  2, 99,2
Oct 18, 2016, 6  8, 99,2
Oct 17, 2016, 7  2, 99,2
Oct 16, 2016, 1  2, 99,2
Oct 15, 2016, 7  5, 99,2
Oct 14, 2016, 8  4, 99,2
Oct 13, 2016, 9  0, 99,2
Oct 12, 2016, 1  0, 99,2
Oct 11, 2016, 5  3, 99,2
Oct 10, 2016, 3  6, 99,2
Oct 09, 2016, 8  1, 99,2
Oct 08, 2016, 9  4, 99,2
Oct 07, 2016, 9  1, 99,2
Oct 06, 2016, 2  1, 99,2
Oct 05, 2016, 7  5, 99,2
Oct 04, 2016, 5  4, 99,2
Oct 03, 2016, 1  1, 99,2
Oct 02, 2016, 6  2, 99,2
Oct 01, 2016, 5  1, 99,2
Sep 30, 2016, 1  0, 99,2
Sep 29, 2016, 2  4, 99,2
Sep 28, 2016, 5  1, 99,2
Sep 27, 2016, 1  5, 99,2
Sep 26, 2016, 8  9, 99,2
Sep 25, 2016, 9  4, 99,2
Sep 24, 2016, 4  2, 99,2
Sep 23, 2016, 8  6, 99,2
Sep 22, 2016, 1  6, 99,2
Sep 21, 2016, 3  3, 99,2
Sep 20, 2016, 3  5, 99,2
Sep 19, 2016, 2  3, 99,2
Sep 18, 2016, 0  0, 99,2
Sep 17, 2016, 1  5, 99,2
Sep 16, 2016, 8  7, 99,2
Sep 15, 2016, 7  9, 99,2
Sep 14, 2016, 8  5, 99,2
Sep 13, 2016, 2  0, 99,2
Sep 12, 2016, 9  1, 99,2
Sep 11, 2016, 0  5, 99,2
Sep 10, 2016, 9  1, 99,2
Sep 09, 2016, 0  6, 99,2
Sep 08, 2016, 9  1, 99,2
Sep 07, 2016, 2  4, 99,2
Sep 06, 2016, 2  6, 99,2
Sep 05, 2016, 2  1, 99,2
Sep 04, 2016, 5  0, 99,2
Sep 03, 2016, 9  2, 99,2
Sep 02, 2016, 5  0, 99,2
Sep 01, 2016, 6  3, 99,2
Aug 31, 2016, 1  2, 99,2
Aug 30, 2016, 7  5, 99,2
Aug 29, 2016, 9  4, 99,2
Aug 28, 2016, 3  5, 99,2
Aug 27, 2016, 5  2, 99,2
Aug 26, 2016, 4  5, 99,2
Aug 25, 2016, 1  9, 99,2
Aug 24, 2016, 1  4, 99,2
Aug 23, 2016, 8  6, 99,2
Aug 22, 2016, 2  9, 99,2
Aug 21, 2016, 2  2, 99,2
Aug 20, 2016, 5  2, 99,2
Aug 19, 2016, 8  2, 99,2
Aug 18, 2016, 2  2, 99,2
Aug 17, 2016, 2  8, 99,2
Aug 16, 2016, 8  4, 99,2
Aug 15, 2016, 1  9, 99,2
Aug 14, 2016, 8  9, 99,2
Aug 13, 2016, 5  7, 99,2
Aug 12, 2016, 5  7, 99,2
Aug 11, 2016, 8  6, 99,2
Aug 10, 2016, 9  7, 99,2
Aug 09, 2016, 0  9, 99,2
Aug 08, 2016, 3  9, 99,2
Aug 07, 2016, 3  4, 99,2
Aug 06, 2016, 1  4, 99,2
Aug 05, 2016, 9  9, 99,2
Aug 04, 2016, 7  1, 99,2
Aug 03, 2016, 2  1, 99,2
Aug 02, 2016, 8  0, 99,2
Aug 01, 2016, 4  3, 99,2
Jul 31, 2016, 2  2, 99,2
Jul 30, 2016, 1  1, 99,2
Jul 29, 2016, 2  0, 99,2
Jul 28, 2016, 6  6, 99,2
Jul 27, 2016, 0  1, 99,2
Jul 26, 2016, 7  9, 99,2
Jul 25, 2016, 5  7, 99,2
Jul 24, 2016, 0  6, 99,2
Jul 23, 2016, 5  2, 99,2
Jul 22, 2016, 7  2, 99,2
Jul 21, 2016, 3  3, 99,2
Jul 20, 2016, 0  5, 99,2
Jul 19, 2016, 4  4, 99,2
Jul 18, 2016, 8  2, 99,2
Jul 17, 2016, 7  7, 99,2
Jul 16, 2016, 7  8, 99,2
Jul 15, 2016, 9  4, 99,2
Jul 14, 2016, 9  0, 99,2
Jul 13, 2016, 6  4, 99,2
Jul 12, 2016, 8  8, 99,2
Jul 11, 2016, 0  6, 99,2
Jul 10, 2016, 4  8, 99,2
Jul 09, 2016, 8  7, 99,2
Jul 08, 2016, 0  9, 99,2
Jul 07, 2016, 7  8, 99,2
Jul 06, 2016, 2  5, 99,2
Jul 05, 2016, 7  0, 99,2
Jul 04, 2016, 7  7, 99,2
Jul 03, 2016, 2  4, 99,2
Jul 02, 2016, 2  6, 99,2
Jul 01, 2016, 0  7, 99,2
Jun 30, 2016, 0  6, 99,2
Jun 29, 2016, 1  8, 99,2
Jun 28, 2016, 8  7, 99,2
Jun 27, 2016, 9  8, 99,2
Jun 26, 2016, 7  6, 99,2
Jun 25, 2016, 7  1, 99,2
Jun 24, 2016, 1  7, 99,2
Jun 23, 2016, 7  6, 99,2
Jun 22, 2016, 8  5, 99,2
Jun 21, 2016, 5  4, 99,2
Jun 20, 2016, 4  2, 99,2
Jun 19, 2016, 5  6, 99,2
Jun 18, 2016, 6  2, 99,2
Jun 17, 2016, 6  6, 99,2
Jun 16, 2016, 4  8, 99,2
Jun 15, 2016, 2  0, 99,2
Jun 14, 2016, 5  9, 99,2
Jun 13, 2016, 3  5, 99,2
Jun 12, 2016, 3  9, 99,2
Jun 11, 2016, 9  5, 99,2
Jun 10, 2016, 7  4, 99,2
Jun 09, 2016, 7  1, 99,2
Jun 08, 2016, 7  3, 99,2
Jun 07, 2016, 6  7, 99,2
Jun 06, 2016, 1  5, 99,2
Jun 05, 2016, 3  0, 99,2
Jun 04, 2016, 6  5, 99,2
Jun 03, 2016, 8  8, 99,2
Jun 02, 2016, 5  5, 99,2
Jun 01, 2016, 5  9, 99,2
May 31, 2016, 9  1, 99,2
May 30, 2016, 1  8, 99,2
May 29, 2016, 5  9, 99,2
May 28, 2016, 1  7, 99,2
May 27, 2016, 2  2, 99,2
May 26, 2016, 0  3, 99,2
May 25, 2016, 6  4, 99,2
May 24, 2016, 0  4, 99,2
May 23, 2016, 6  6, 99,2
May 22, 2016, 3  4, 99,2
May 21, 2016, 1  7, 99,2
May 20, 2016, 4  2, 99,2
May 19, 2016, 0  3, 99,2
May 18, 2016, 0  0, 99,2
May 17, 2016, 9  2, 99,2
May 16, 2016, 3  6, 99,2
May 15, 2016, 7  1, 99,2
May 14, 2016, 1  7, 99,2
May 13, 2016, 9  4, 99,2
May 12, 2016, 9  6, 99,2
May 11, 2016, 7  2, 99,2
May 10, 2016, 4  9, 99,2
May 09, 2016, 2  0, 99,2
May 08, 2016, 3  9, 99,2
May 07, 2016, 8  1, 99,2
May 06, 2016, 3  6, 99,2
May 05, 2016, 6  8, 99,2
May 04, 2016, 0  1, 99,2
May 03, 2016, 5  4, 99,2
May 02, 2016, 3  2, 99,2
May 01, 2016, 2  4, 99,2
Apr 30, 2016, 0  7, 99,2
Apr 29, 2016, 1  0, 99,2
Apr 28, 2016, 3  7, 99,2
Apr 27, 2016, 4  8, 99,2
Apr 26, 2016, 8  5, 99,2
Apr 25, 2016, 6  0, 99,2
Apr 24, 2016, 1  4, 99,2
Apr 23, 2016, 9  5, 99,2
Apr 22, 2016, 4  6, 99,2
Apr 21, 2016, 5  8, 99,2
Apr 20, 2016, 6  6, 99,2
Apr 19, 2016, 4  2, 99,2
Apr 18, 2016, 5  8, 99,2
Apr 17, 2016, 8  3, 99,2
Apr 16, 2016, 3  7, 99,2
Apr 15, 2016, 9  6, 99,2
Apr 14, 2016, 1  2, 99,2
Apr 13, 2016, 7  4, 99,2
Apr 12, 2016, 9  2, 99,2
Apr 11, 2016, 1  3, 99,2
Apr 10, 2016, 2  5, 99,2
Apr 09, 2016, 0  9, 99,2
Apr 08, 2016, 1  9, 99,2
Apr 07, 2016, 6  4, 99,2
Apr 06, 2016, 9  8, 99,2
Apr 05, 2016, 7  0, 99,2
Apr 04, 2016, 4  1, 99,2
Apr 03, 2016, 8  8, 99,2
Apr 02, 2016, 6  2, 99,2
Apr 01, 2016, 7  1, 99,2
Mar 31, 2016, 6  3, 99,2
Mar 30, 2016, 0  6, 99,2
Mar 29, 2016, 1  6, 99,2
Mar 28, 2016, 7  0, 99,2
Mar 27, 2016, 9  4, 99,2
Mar 26, 2016, 9  0, 99,2
Mar 25, 2016, 8  8, 99,2
Mar 24, 2016, 4  1, 99,2
Mar 23, 2016, 9  2, 99,2
Mar 22, 2016, 3  8, 99,2
Mar 21, 2016, 0  8, 99,2
Mar 20, 2016, 4  3, 99,2
Mar 19, 2016, 8  8, 99,2
Mar 18, 2016, 5  9, 99,2
Mar 17, 2016, 9  1, 99,2
Mar 16, 2016, 8  7, 99,2
Mar 15, 2016, 8  5, 99,2
Mar 14, 2016, 9  5, 99,2
Mar 13, 2016, 3  1, 99,2
Mar 12, 2016, 5  7, 99,2
Mar 11, 2016, 5  6, 99,2
Mar 10, 2016, 4  9, 99,2
Mar 09, 2016, 3  9, 99,2
Mar 08, 2016, 9  2, 99,2
Mar 07, 2016, 0  0, 99,2
Mar 06, 2016, 9  8, 99,2
Mar 05, 2016, 5  1, 99,2
Mar 04, 2016, 1  3, 99,2
Mar 03, 2016, 1  6, 99,2
Mar 02, 2016, 8  6, 99,2
Mar 01, 2016, 1  1, 99,2
Feb 29, 2016, 7  8, 99,2
Feb 28, 2016, 4  7, 99,2
Feb 27, 2016, 6  0, 99,2
Feb 26, 2016, 1  0, 99,2
Feb 25, 2016, 5  8, 99,2
Feb 24, 2016, 7  7, 99,2
Feb 23, 2016, 2  0, 99,2
Feb 22, 2016, 7  5, 99,2
Feb 21, 2016, 9  5, 99,2
Feb 20, 2016, 7  0, 99,2
Feb 19, 2016, 3  3, 99,2
Feb 18, 2016, 5  7, 99,2
Feb 17, 2016, 8  7, 99,2
Feb 16, 2016, 0  9, 99,2
Feb 15, 2016, 9  3, 99,2
Feb 14, 2016, 4  5, 99,2
Feb 13, 2016, 8  9, 99,2
Feb 12, 2016, 1  5, 99,2
Feb 11, 2016, 7  3, 99,2
Feb 10, 2016, 3  4, 99,2
Feb 09, 2016, 4  6, 99,2
Feb 08, 2016, 2  2, 99,2
Feb 07, 2016, 4  4, 99,2
Feb 06, 2016, 4  5, 99,2
Feb 05, 2016, 9  9, 99,2
Feb 04, 2016, 1  1, 99,2
Feb 03, 2016, 1  2, 99,2
Feb 02, 2016, 8  9, 99,2
Feb 01, 2016, 6  4, 99,2
Jan 31, 2016, 3  3, 99,2
Jan 30, 2016, 0  8, 99,2
Jan 29, 2016, 8  6, 99,2
Jan 28, 2016, 8  9, 99,2
Jan 27, 2016, 6  6, 99,2
Jan 26, 2016, 2  3, 99,2
Jan 25, 2016, 8  5, 99,2
Jan 24, 2016, 1  6, 99,2
Jan 23, 2016, 0  5, 99,2
Jan 22, 2016, 0  5, 99,2
Jan 21, 2016, 3  2, 99,2
Jan 20, 2016, 3  3, 99,2
Jan 19, 2016, 8  2, 99,2
Jan 18, 2016, 4  3, 99,2
Jan 17, 2016, 8  6, 99,2
Jan 16, 2016, 8  4, 99,2
Jan 15, 2016, 3  8, 99,2
Jan 14, 2016, 2  3, 99,2
Jan 13, 2016, 3  3, 99,2
Jan 12, 2016, 6  5, 99,2
Jan 11, 2016, 5  7, 99,2
Jan 10, 2016, 2  6, 99,2
Jan 09, 2016, 9  6, 99,2
Jan 08, 2016, 0  7, 99,2
Jan 07, 2016, 6  6, 99,2
Jan 06, 2016, 5  1, 99,2
Jan 05, 2016, 7  8, 99,2
Jan 04, 2016, 7  3, 99,2
Jan 03, 2016, 5  6, 99,2
Jan 02, 2016, 7  4, 99,2
Jan 01, 2016, 2  1, 99,2
Dec 31, 2017, 7  6, 99,2
Dec 30, 2017, 6  9, 99,2
Dec 29, 2017, 9  0, 99,2
Dec 28, 2017, 4  2, 99,2
Dec 27, 2017, 7  0, 99,2
Dec 26, 2017, 7  7, 99,2
Dec 25, 2017, 5  5, 99,2
Dec 24, 2017, 2  3, 99,2
Dec 23, 2017, 5  4, 99,2
Dec 22, 2017, 0  5, 99,2
Dec 21, 2017, 3  0, 99,2
Dec 20, 2017, 0  1, 99,2
Dec 19, 2017, 6  9, 99,2
Dec 18, 2017, 2  1, 99,2
Dec 17, 2017, 4  3, 99,2
Dec 16, 2017, 8  7, 99,2
Dec 15, 2017, 6  7, 99,2
Dec 14, 2017, 5  3, 99,2
Dec 13, 2017, 1  9, 99,2
Dec 12, 2017, 7  9, 99,2
Dec 11, 2017, 7  6, 99,2
Dec 10, 2017, 4  8, 99,2
Dec 09, 2017, 5  3, 99,2
Dec 08, 2017, 9  6, 99,2
Dec 07, 2017, 3  9, 99,2
Dec 06, 2017, 1  5, 99,2
Dec 05, 2017, 7  9, 99,2
Dec 04, 2017, 6  6, 99,2
Dec 03, 2017, 4  4, 99,2
Dec 02, 2017, 5  1, 99,2
Dec 01, 2017, 0  9, 99,2
Nov 30, 2017, 1  6, 99,2
Nov 29, 2017, 1  5, 99,2
Nov 28, 2017, 1  1, 99,2
Nov 27, 2017, 6  4, 99,2
Nov 26, 2017, 1  3, 99,2
Nov 25, 2017, 4  7, 99,2
Nov 24, 2017, 3  7, 99,2
Nov 23, 2017, 2  1, 99,2
Nov 22, 2017, 3  4, 99,2
Nov 21, 2017, 6  1, 99,2
Nov 20, 2017, 9  6, 99,2
Nov 19, 2017, 1  0, 99,2
Nov 18, 2017, 6  3, 99,2
Nov 17, 2017, 6  4, 99,2
Nov 16, 2017, 8  6, 99,2
Nov 15, 2017, 0  4, 99,2
Nov 14, 2017, 5  3, 99,2
Nov 13, 2017, 1  2, 99,2
Nov 12, 2017, 6  9, 99,2
Nov 11, 2017, 4  0, 99,2
Nov 10, 2017, 9  0, 99,2
Nov 09, 2017, 6  8, 99,2
Nov 08, 2017, 4  7, 99,2
Nov 07, 2017, 0  3, 99,2
Nov 06, 2017, 6  9, 99,2
Nov 05, 2017, 8  5, 99,2
Nov 04, 2017, 0  4, 99,2
Nov 03, 2017, 1  4, 99,2
Nov 02, 2017, 1  4, 99,2
Nov 01, 2017, 7  4, 99,2
Oct 31, 2017, 0  0, 99,2
Oct 30, 2017, 2  3, 99,2
Oct 29, 2017, 9  8, 99,2
Oct 28, 2017, 5  7, 99,2
Oct 27, 2017, 5  5, 99,2
Oct 26, 2017, 5  0, 99,2
Oct 25, 2017, 9  7, 99,2
Oct 24, 2017, 9  5, 99,2
Oct 23, 2017, 4  2, 99,2
Oct 22, 2017, 5  9, 99,2
Oct 21, 2017, 5  3, 99,2
Oct 20, 2017, 8  4, 99,2
Oct 19, 2017, 5  7, 99,2
Oct 18, 2017, 5  1, 99,2
Oct 17, 2017, 2  3, 99,2
Oct 16, 2017, 9  3, 99,2
Oct 15, 2017, 0  5, 99,2
Oct 14, 2017, 9  8, 99,2
Oct 13, 2017, 1  7, 99,2
Oct 12, 2017, 7  7, 99,2
Oct 11, 2017, 1  9, 99,2
Oct 10, 2017, 6  9, 99,2
Oct 09, 2017, 2  7, 99,2
Oct 08, 2017, 5  1, 99,2
Oct 07, 2017, 1  0, 99,2
Oct 06, 2017, 5  8, 99,2
Oct 05, 2017, 4  1, 99,2
Oct 04, 2017, 1  8, 99,2
Oct 03, 2017, 6  7, 99,2
Oct 02, 2017, 8  9, 99,2
Oct 01, 2017, 5  7, 99,2
Sep 30, 2017, 9  1, 99,2
Sep 29, 2017, 1  6, 99,2
Sep 28, 2017, 3  1, 99,2
Sep 27, 2017, 4  8, 99,2
Sep 26, 2017, 1  7, 99,2
Sep 25, 2017, 9  9, 99,2
Sep 24, 2017, 4  9, 99,2
Sep 23, 2017, 7  9, 99,2
Sep 22, 2017, 3  5, 99,2
Sep 21, 2017, 9  0, 99,2
Sep 20, 2017, 7  2, 99,2
Sep 19, 2017, 2  0, 99,2
Sep 18, 2017, 2  2, 99,2
Sep 17, 2017, 6  2, 99,2
Sep 16, 2017, 2  2, 99,2
Sep 15, 2017, 6  0, 99,2
Sep 14, 2017, 6  4, 99,2
Sep 13, 2017, 8  9, 99,2
Sep 12, 2017, 7  1, 99,2
Sep 11, 2017, 2  5, 99,2
Sep 10, 2017, 9  6, 99,2
Sep 09, 2017, 6  6, 99,2
Sep 08, 2017, 3  0, 99,2
Sep 07, 2017, 8  9, 99,2
Sep 06, 2017, 6  2, 99,2
Sep 05, 2017, 2  6, 99,2
Sep 04, 2017, 3  3, 99,2
Sep 03, 2017, 7  5, 99,2
Sep 02, 2017, 1  7, 99,2
Sep 01, 2017, 7  5, 99,2
Aug 31, 2017, 8  6, 99,2
Aug 30, 2017, 7  4, 99,2
Aug 29, 2017, 9  8, 99,2
Aug 28, 2017, 0  9, 99,2
Aug 27, 2017, 0  2, 99,2
Aug 26, 2017, 2  9, 99,2
Aug 25, 2017, 9  8, 99,2
Aug 24, 2017, 6  4, 99,2
Aug 23, 2017, 6  5, 99,2
Aug 22, 2017, 2  5, 99,2
Aug 21, 2017, 1  4, 99,2
Aug 20, 2017, 9  4, 99,2
Aug 19, 2017, 1  3, 99,2
Aug 18, 2017, 0  9, 99,2
Aug 17, 2017, 4  8, 99,2
Aug 16, 2017, 1  1, 99,2
Aug 15, 2017, 2  5, 99,2
Aug 14, 2017, 9  4, 99,2
Aug 13, 2017, 7  3, 99,2
Aug 12, 2017, 2  0, 99,2
Aug 11, 2017, 6  0, 99,2
Aug 10, 2017, 2  5, 99,2
Aug 09, 2017, 0  6, 99,2
Aug 08, 2017, 7  2, 99,2
Aug 07, 2017, 2  9, 99,2
Aug 06, 2017, 0  7, 99,2
Aug 05, 2017, 9  8, 99,2
Aug 04, 2017, 6  7, 99,2
Aug 03, 2017, 2  9, 99,2
Aug 02, 2017, 4  9, 99,2
Aug 01, 2017, 3  9, 99,2
Jul 31, 2017, 5  3, 99,2
Jul 30, 2017, 1  1, 99,2
Jul 29, 2017, 0  7, 99,2
Jul 28, 2017, 4  8, 99,2
Jul 27, 2017, 6  9, 99,2
Jul 26, 2017, 8  2, 99,2
Jul 25, 2017, 1  9, 99,2
Jul 24, 2017, 5  1, 99,2
Jul 23, 2017, 8  6, 99,2
Jul 22, 2017, 8  8, 99,2
Jul 21, 2017, 1  2, 99,2
Jul 20, 2017, 8  7, 99,2
Jul 19, 2017, 3  0, 99,2
Jul 18, 2017, 6  7, 99,2
Jul 17, 2017, 0  0, 99,2
Jul 16, 2017, 7  4, 99,2
Jul 15, 2017, 5  7, 99,2
Jul 14, 2017, 7  3, 99,2
Jul 13, 2017, 0  8, 99,2
Jul 12, 2017, 8  0, 99,2
Jul 11, 2017, 7  0, 99,2
Jul 10, 2017, 2  6, 99,2
Jul 09, 2017, 8  1, 99,2
Jul 08, 2017, 2  9, 99,2
Jul 07, 2017, 7  0, 99,2
Jul 06, 2017, 0  5, 99,2
Jul 05, 2017, 3  9, 99,2
Jul 04, 2017, 9  0, 99,2
Jul 03, 2017, 8  1, 99,2
Jul 02, 2017, 3  1, 99,2
Jul 01, 2017, 2  1, 99,2
Jun 30, 2017, 5  3, 99,2
Jun 29, 2017, 2  3, 99,2
Jun 28, 2017, 2  0, 99,2
Jun 27, 2017, 6  2, 99,2
Jun 26, 2017, 8  9, 99,2
Jun 25, 2017, 6  0, 99,2
Jun 24, 2017, 7  2, 99,2
Jun 23, 2017, 2  7, 99,2
Jun 22, 2017, 0  6, 99,2
Jun 21, 2017, 5  6, 99,2
Jun 20, 2017, 0  7, 99,2
Jun 19, 2017, 9  1, 99,2
Jun 18, 2017, 9  9, 99,2
Jun 17, 2017, 0  4, 99,2
Jun 16, 2017, 5  4, 99,2
Jun 15, 2017, 7  7, 99,2
Jun 14, 2017, 9  7, 99,2
Jun 13, 2017, 7  4, 99,2
Jun 12, 2017, 4  7, 99,2
Jun 11, 2017, 6  6, 99,2
Jun 10, 2017, 0  9, 99,2
Jun 09, 2017, 5  2, 99,2
Jun 08, 2017, 1  4, 99,2
Jun 07, 2017, 8  5, 99,2
Jun 06, 2017, 0  6, 99,2
Jun 05, 2017, 8  4, 99,2
Jun 04, 2017, 2  6, 99,2
Jun 03, 2017, 3  6, 99,2
Jun 02, 2017, 9  5, 99,2
Jun 01, 2017, 3  6, 99,2
May 31, 2017, 5  1, 99,2
May 30, 2017, 3  1, 99,2
May 29, 2017, 2  9, 99,2
